ptp,condition,hidden_pa_img_type,hidden_pa_img_row_number_across_blocks,border_dist_closest,counterbalancing,mouse_error_mean,mouse_error_sd,mouse_error_n,y_hat_three_param,y_hat_two_param
sub_001,schema_4_2,all_pa,1,1,cb3,141.94237822322614,NA,1,NA,NA
sub_001,schema_4_2,all_pa,1,2,cb3,152.68531556522447,NA,1,NA,NA
sub_001,schema_4_2,all_pa,1,3,cb3,161.22018742432158,8.563832387575022,2,NA,NA
sub_001,schema_4_2,all_pa,1,4,cb3,39.99411089155243,44.91702354992831,2,NA,NA
sub_001,schema_4_2,all_pa,1,all,cb3,116.17604840336644,62.853850633378286,6,174.89498912565497,175.156037085885
sub_001,schema_4_2,all_pa,2,1,cb3,276.1584170081424,NA,1,NA,NA
sub_001,schema_4_2,all_pa,2,2,cb3,290.2261636518544,NA,1,NA,NA
sub_001,schema_4_2,all_pa,2,3,cb3,166.10204017119918,49.00726161403301,2,NA,NA
sub_001,schema_4_2,all_pa,2,4,cb3,122.2595066210328,80.6390209648788,2,NA,NA
sub_001,schema_4_2,all_pa,2,all,cb3,190.51794570741012,85.66339281475197,6,169.81568911548985,169.9963697437284
sub_001,schema_4_2,all_pa,3,1,cb3,243.34517659538534,NA,1,NA,NA
